Store,Period,Forecast Type,Predicted Sales,Actual Sales,Important Positive Factors,Important Negative Factors,Business Message
6,2015-06-08,Weekly,23075.62,23904.0,"number of open days, recent 12-week demand volatility, school holiday period","Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 23,076 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
6,2015-06-15,Weekly,33585.55,30748.0,"promotion activity, time since last promotion, number of open days","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b","Weekly demand forecast: 33,586 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, number of open days. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
6,2015-06-22,Weekly,23360.97,22594.0,"number of open days, recent 12-week demand volatility, school holiday period","Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 23,361 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, school holiday period. Main factors reducing the forecast: Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
6,2015-06-29,Weekly,34790.09,33134.0,"promotion activity, month-start timing, number of open days","quarter of year, PromoInterval_none, Assortment_b","Weekly demand forecast: 34,790 sales units. Main factors increasing the forecast: promotion activity, month-start timing, number of open days. Main factors reducing the forecast: quarter of year, PromoInterval_none, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
6,2015-07-06,Weekly,23766.29,24360.0,"number of open days, week of year, recent 12-week demand volatility","Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 23,766 sales units. Main factors increasing the forecast: number of open days, week of year, recent 12-week demand volatility. Main factors reducing the forecast: Assortment_b, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
6,2015-07-13,Weekly,30925.8,29619.0,"promotion activity, time since last promotion, number of open days","Promo2SinceWeek, PromoInterval_none, Assortment_b","Weekly demand forecast: 30,926 sales units. Main factors increasing the forecast: promotion activity, time since last promotion, number of open days. Main factors reducing the forecast: Promo2SinceWeek, PromoInterval_none, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
6,2015-07-20,Weekly,22388.52,21668.0,"number of open days, recent 12-week demand volatility, recent 4-week demand volatility","StoreType_c, month of year, PromoInterval_none","Weekly demand forecast: 22,389 sales units. Main factors increasing the forecast: number of open days, recent 12-week demand volatility, recent 4-week demand volatility. Main factors reducing the forecast: StoreType_c, month of year, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
6,2015-07-27,Weekly,28460.21,26278.0,"promotion activity, month-end timing, time progression","StoreType_c, PromoInterval_none, Assortment_b","Weekly demand forecast: 28,460 sales units. Main factors increasing the forecast: promotion activity, month-end timing, time progression. Main factors reducing the forecast: StoreType_c, PromoInterval_none, Assortment_b. Recommendation: maintain standard inventory levels; monitor demand changes."
7,2015-05-04,Weekly,58445.06,58306.0,"promotion activity, same week last year, recent 12-week average demand","StoreType_c, Assortment_b, PromoInterval_none","Weekly demand forecast: 58,445 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: StoreType_c, Assortment_b, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
7,2015-05-11,Weekly,41451.34,43276.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 41,451 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
7,2015-05-18,Weekly,58711.77,58526.0,"promotion activity, recent 12-week average demand, recent 4-week average demand","Year, StoreType_c, PromoInterval_none","Weekly demand forecast: 58,712 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, recent 4-week average demand. Main factors reducing the forecast: Year, StoreType_c, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
7,2015-05-25,Weekly,41386.48,42268.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","PromoInterval_none, CompetitionOpenKnown, quarter of year","Weekly demand forecast: 41,386 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: PromoInterval_none, CompetitionOpenKnown, quarter of year. Recommendation: maintain standard inventory levels; monitor demand changes."
7,2015-06-01,Weekly,66276.62,62080.0,"promotion activity, same week last year, recent 12-week average demand","PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, long-term promotion participation","Weekly demand forecast: 66,277 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none, long-term promotion participation. Recommendation: plan higher stock and staffing for this period."
7,2015-06-08,Weekly,44002.09,45780.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 44,002 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
7,2015-06-15,Weekly,62055.22,57571.0,"promotion activity, recent 12-week average demand, same week last year","Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none","Weekly demand forecast: 62,055 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: Year, PromoInterval_Mar,Jun,Sept,Dec, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
7,2015-06-22,Weekly,45335.48,43437.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, PromoInterval_none, CompetitionOpenKnown","Weekly demand forecast: 45,335 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, PromoInterval_none, CompetitionOpenKnown. Recommendation: maintain standard inventory levels; monitor demand changes."
7,2015-06-29,Weekly,66792.37,69082.0,"promotion activity, same week last year, recent 12-week average demand","CompetitionOpenKnown, PromoInterval_none, Assortment_b","Weekly demand forecast: 66,792 sales units. Main factors increasing the forecast: promotion activity, same week last year, recent 12-week average demand. Main factors reducing the forecast: CompetitionOpenKnown, PromoInterval_none, Assortment_b. Recommendation: plan higher stock and staffing for this period."
7,2015-07-06,Weekly,47186.45,54733.0,"recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand","quarter of year, PromoInterval_none, CompetitionOpenSinceMonth","Weekly demand forecast: 47,186 sales units. Main factors increasing the forecast: recent 12-week average demand, recent 8-week weighted trend, recent 8-week average demand. Main factors reducing the forecast: quarter of year, PromoInterval_none, CompetitionOpenSinceMonth. Recommendation: maintain standard inventory levels; monitor demand changes."
7,2015-07-13,Weekly,66155.87,63613.0,"promotion activity, recent 12-week average demand, same week last year","quarter of year, Year, PromoInterval_none","Weekly demand forecast: 66,156 sales units. Main factors increasing the forecast: promotion activity, recent 12-week average demand, same week last year. Main factors reducing the forecast: quarter of year, Year, PromoInterval_none. Recommendation: plan higher stock and staffing for this period."
7,2015-07-20,Weekly,47005.31,52869.0,"recent 12-week average demand, same week last year, recent 8-week weighted trend","StoreType_b, quarter of year, PromoInterval_none","Weekly demand forecast: 47,005 sales units. Main factors increasing the forecast: recent 12-week average demand, same week last year, recent 8-week weighted trend. Main factors reducing the forecast: StoreType_b, quarter of year, PromoInterval_none. Recommendation: maintain standard inventory levels; monitor demand changes."
7,2015-07-27,Weekly,63577.26,66189.0,"same week last year, promotion activity, recent 12-week average demand","PromoInterval_none, CompetitionOpenKnown, Assortment_b","Weekly demand forecast: 63,577 sales units. Main factors increasing the forecast: same week last year, promotion activity, recent 12-week average demand. Main factors reducing the forecast: PromoInterval_none, CompetitionOpenKnown, Assortment_b. Recommendation: plan higher stock and staffing for this period."
