Store,Period,Forecast Type,Predicted Sales,Important Positive Factors,Important Negative Factors,Forecast Summary
7,2015-06-15,Weekly,61094.92,"promotion activity, recent 12-week average sales, sales fifty-two weeks ago","calendar year, month-start timing, CompetitionOpenSinceYear","Weekly predicted sales: 61,095. Main factors increasing the model prediction: promotion activity, recent 12-week average sales, sales fifty-two weeks ago. Main factors decreasing the model prediction: calendar year, month-start timing, CompetitionOpenSinceYear."
7,2015-06-22,Weekly,44746.62,"recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales","promotion activity, sales fifty-two weeks ago, time since previous promotion","Weekly predicted sales: 44,747. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, recent 4-week average sales. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, time since previous promotion."
7,2015-06-29,Weekly,64504.51,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","calendar year, CompetitionOpenSinceYear, Promo2SinceYear","Weekly predicted sales: 64,505. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: calendar year, CompetitionOpenSinceYear, Promo2SinceYear."
7,2015-07-06,Weekly,46383.18,"recent 12-week average sales, recent 8-week weighted sales trend, sales fifty-two weeks ago","promotion activity, time since previous promotion, calendar year","Weekly predicted sales: 46,383. Main factors increasing the model prediction: recent 12-week average sales, recent 8-week weighted sales trend, sales fifty-two weeks ago. Main factors decreasing the model prediction: promotion activity, time since previous promotion, calendar year."
7,2015-07-13,Weekly,65630.59,"promotion activity, sales fifty-two weeks ago, recent 12-week average sales","calendar year, week of year, month-start timing","Weekly predicted sales: 65,631. Main factors increasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales. Main factors decreasing the model prediction: calendar year, week of year, month-start timing."
7,2015-07-20,Weekly,45209.21,"recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","promotion activity, school holiday period, calendar year","Weekly predicted sales: 45,209. Main factors increasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend. Main factors decreasing the model prediction: promotion activity, school holiday period, calendar year."
7,2015-07-27,Weekly,63995.64,"sales fifty-two weeks ago, promotion activity, recent 12-week average sales","weekend days, school holiday period, number of open days","Weekly predicted sales: 63,996. Main factors increasing the model prediction: sales fifty-two weeks ago, promotion activity, recent 12-week average sales. Main factors decreasing the model prediction: weekend days, school holiday period, number of open days."
8,2015-05-04,Weekly,42700.83,"promotion activity, week of year, number of open days","sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","Weekly predicted sales: 42,701. Main factors increasing the model prediction: promotion activity, week of year, number of open days. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend."
8,2015-05-11,Weekly,27893.56,"recent 4-week weighted sales trend, school holiday period, sales two periods ago","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 27,894. Main factors increasing the model prediction: recent 4-week weighted sales trend, school holiday period, sales two periods ago. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
8,2015-05-18,Weekly,40440.5,"promotion activity, time since previous promotion, time progression","sales fifty-two weeks ago, recent 12-week average sales, week of year","Weekly predicted sales: 40,441. Main factors increasing the model prediction: promotion activity, time since previous promotion, time progression. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, week of year."
8,2015-05-25,Weekly,26873.38,"week of year, school holiday period, sales four weeks ago","promotion activity, sales fifty-two weeks ago, number of open days","Weekly predicted sales: 26,873. Main factors increasing the model prediction: week of year, school holiday period, sales four weeks ago. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, number of open days."
8,2015-06-01,Weekly,43643.07,"promotion activity, week of year, month-start timing","recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend","Weekly predicted sales: 43,643. Main factors increasing the model prediction: promotion activity, week of year, month-start timing. Main factors decreasing the model prediction: recent 12-week average sales, sales fifty-two weeks ago, recent 8-week weighted sales trend."
8,2015-06-08,Weekly,29225.05,"number of open days, week of year, school holiday period","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 29,225. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
8,2015-06-15,Weekly,41485.46,"promotion activity, time since previous promotion, number of open days","sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","Weekly predicted sales: 41,485. Main factors increasing the model prediction: promotion activity, time since previous promotion, number of open days. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend."
8,2015-06-22,Weekly,29555.67,"number of open days, week of year, school holiday period","promotion activity, sales fifty-two weeks ago, recent 12-week average sales","Weekly predicted sales: 29,556. Main factors increasing the model prediction: number of open days, week of year, school holiday period. Main factors decreasing the model prediction: promotion activity, sales fifty-two weeks ago, recent 12-week average sales."
8,2015-06-29,Weekly,44795.75,"promotion activity, month-start timing, number of open days","sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend","Weekly predicted sales: 44,796. Main factors increasing the model prediction: promotion activity, month-start timing, number of open days. Main factors decreasing the model prediction: sales fifty-two weeks ago, recent 12-week average sales, recent 8-week weighted sales trend."
